ID	mu	sigma
142940	37.314	2.892
142949	35.827	2.772
142950	34.6	2.547
142951	36.15	2.611
142952	38.952	2.828
142953	40.968	2.954
142954	38.818	3.047
142955	34.505	2.83
142956	32.288	2.824
142960	48.566	3.053
142961	48.044	3.363
142962	46.8	3.065
142976	43.758	2.652
142977	41.01	2.677
142978	43.451	2.818
142979	43.335	2.665
142981	39.855	3.111
142986	42.167	2.741
142987	45.563	3.193
142989	41.994	2.795
142992	27.82	2.713
142993	30.636	2.309
142994	30.877	2.294
142995	33.349	2.846
142996	29.97	2.458
142997	40.276	2.807
142998	29.861	2.493
142999	40.398	2.739
143000	29.747	2.35
143001	45.891	3.193
143002	42.841	2.961
143003	29.825	2.613
143004	44.857	3.23
143013	18.452	3.111
143014	19.214	2.569
143015	19.245	2.472
143016	20.725	2.053
143017	20.585	2.368
143018	19.425	2.108
143019	19.398	2.132
143020	19.073	2.886
143024	41.081	2.652
143025	39.955	2.918
143026	43.286	3.07
143040	27.162	3.04
143042	25.479	3.114
143044	28.823	2.757
143046	29.475	2.904
143048	29.562	2.484
143050	28.443	2.782
143051	25.118	3.265
143052	30.052	2.89
143053	32.925	3.027
143054	29.247	2.676
143055	30.016	2.441
143056	29.567	2.493
143057	29.028	2.318
143058	30.22	2.443
143059	28.163	2.747
143061	26.531	2.526
143069	33.89	2.876
143070	31.499	2.861
143071	33.774	2.707
143072	36.571	2.907
143073	34.899	2.686
143074	33.317	2.817
143075	32.754	3.11
143076	35.447	3.022
143092	32.157	3.263
143094	37.742	2.989
143095	35.977	3.023
143096	37.221	2.932
143097	39.203	2.991
143098	39.884	3.272
143099	39.846	3.063
143101	35.151	3.294
143104	46.452	3.181
143106	53.432	3.578
143108	56.005	3.431
143110	58.46	3.438
143112	49.696	3.202
143114	61.053	3.375
143115	54.767	3.872
143116	60.14	3.426
143117	61.299	3.588
143118	60.007	3.432
143119	49.871	2.987
143120	49.423	3.12
143121	49.366	3.1
143122	50.009	3.036
143123	49.099	3.058
143125	46.17	3.194
143133	69.043	3.927
143134	64.103	4.145
143135	72.205	4.078
143136	69.695	3.826
143137	72.275	3.874
143138	70.876	3.951
143139	69.298	4.016
143140	72.73	4.251
143156	48.845	3.199
143158	52.975	3.108
143159	51.767	3.106
143160	52.977	3.169
143161	53.702	3.187
143162	50.681	3.277
143163	50.626	3.204
143165	47.369	3.304
143168	53.634	3.288
143169	52.664	3.108
143170	51.911	3.351
143171	54.134	3.319
143173	46.703	3.803
143178	52.893	3.213
143179	52.129	3.424
143181	53.163	3.079
143184	42.258	3.627
143185	45.892	3.125
143186	48.216	3.558
143187	46.664	3.073
143188	46.005	3.306
143189	49.16	3.462
143190	47.036	2.879
143191	52.818	3.176
143192	46.809	2.906
143193	52.656	3.276
143194	52.566	3.169
143195	42.209	3.261
143196	47.206	3.462
143205	45.853	3.828
143206	54.37	3.303
143207	53.815	3.384
143208	55.241	3.158
143209	54.923	3.266
143210	54.173	3.07
143211	52.676	3.047
143212	51.457	3.526
143216	53.411	3.255
143217	47.608	3.4
143218	53.053	3.364
143232	62.916	3.262
143233	61.728	3.148
143234	58.979	3.117
143235	61.251	3.162
143237	55.987	3.248
143242	48.934	3.035
143243	52.085	3.147
143245	55.73	3.222
143248	48.592	3.125
143249	46.337	3.022
143250	52.039	2.995
143251	52.116	2.895
143252	52.651	2.968
143253	49.392	3.196
143254	52.408	2.857
143255	52.971	3.054
143256	52.503	2.768
143257	49.126	2.982
143258	53.14	3.023
143259	46.055	2.916
143260	42.404	3.343
143269	50.753	3.038
143270	52.864	2.917
143271	49.751	2.893
143272	50.963	2.874
143273	49.139	3.094
143274	52.66	3.034
143275	48.428	2.85
143276	46.797	3.013
143280	61.348	3.194
143281	50.997	3.414
143282	58.142	3.218
143296	29.496	2.766
143298	27.38	2.539
143300	31.335	2.573
143302	33.179	2.368
143304	32.064	2.39
143306	30.613	2.395
143307	26.763	2.236
143308	32.381	2.528
143309	28.436	2.198
143310	30.865	2.133
143311	34.1	2.479
143312	31.949	2.239
143313	34.064	2.341
143314	33.964	2.307
143315	33.951	2.512
143317	31.577	2.732
143325	22.15	1.984
143326	22.777	2.371
143327	22.276	1.988
143328	23.289	2.066
143329	22.151	2.084
143330	21.988	1.811
143331	19.738	2.306
143332	21.568	2.272
143348	31.951	2.841
143350	32.267	2.413
143351	30.506	2.896
143352	32.538	2.359
143353	30.234	2.85
143354	30.944	2.318
143355	33.004	2.409
143357	28.741	2.597
262144	37.924	3.242
262146	28.747	2.643
262148	30.888	2.504
262150	29.681	2.373
262152	39.7	3.138
262154	30.386	2.782
262155	29.354	2.719
262156	31.517	2.534
262157	0	0
262158	29.422	2.26
262159	44.413	2.974
262160	46.885	3.335
262161	48.48	3.638
262162	48.126	3.466
262163	44.065	3.015
262165	44.149	3.332
262173	21.136	2.496
262174	18.182	2.786
262175	19.716	2.01
262176	18.592	2.179
262177	20.531	2.253
262178	20.932	2.033
262179	17.928	2.466
262180	20.429	2.612
262196	26.791	2.795
262198	29.947	2.565
262199	30.31	2.558
262200	29.452	2.641
262201	32.031	2.607
262202	30.669	2.708
262203	26.683	3.463
262205	24.574	3.01
262208	65.983	3.839
262209	65.521	3.66
262210	63.251	3.704
262211	67.327	3.821
262213	59.35	4.184
262218	97.206	4.647
262219	95.793	5.159
262221	99.681	4.703
262224	58.701	5.579
262225	61.548	5.135
262226	63.298	5.387
262227	61.907	5.182
262228	60.912	4.988
262229	89.458	4.921
262230	62.158	5.151
262231	97.099	4.973
262232	62.968	5.635
262233	99.011	4.704
262234	97.559	5.213
262235	57.943	5.366
262236	86.207	5.344
262245	86.63	9.457
262246	92.114	6.951
262247	93.752	7.024
262248	94.292	7.567
262249	86.716	7.292
262250	92.876	7.248
262251	92.921	6.32
262252	85.134	6.782
262256	64.229	3.63
262257	57.855	4.011
262258	64.37	3.567
262272	28.77	2.653
262273	29.536	2.61
262274	25.696	2.454
262275	26.948	2.193
262277	24.623	2.721
262282	22.928	2.148
262283	23.45	2.33
262285	22.984	2.264
262288	17.782	3.34
262289	16.928	2.533
262290	17.298	2.798
262291	18.19	2.466
262292	18.501	2.586
262293	20.103	2.962
262294	18.237	2.661
262295	22.372	2.343
262296	20.451	2.522
262297	23.297	2.183
262298	22.555	2.148
262299	14.891	3.382
262300	21.008	2.393
262309	46.799	3.038
262310	47.153	2.841
262311	46.428	3.109
262312	50.009	3.402
262313	48.904	3.228
262314	48.852	3.16
262315	48.439	3.155
262316	49.425	3.249
262320	30.711	2.374
262321	26.853	2.671
262322	27.569	2.55
262336	47.868	5.678
262338	64.744	6.181
262340	79.175	6.51
262342	78.105	5.069
262344	55.114	3.607
262346	83.191	6.286
262347	79.98	6.016
262348	85.986	9.623
262349	90.376	5.145
262350	82.037	6.645
262351	56.061	3.391
262352	56.538	3.448
262353	55.711	3.438
262354	57.317	3.378
262355	50.277	3.37
262357	46.986	3.285
262365	83.307	4.882
262366	79.361	4.849
262367	89.616	5.083
262368	90.041	4.692
262369	90.629	5.034
262370	94.334	4.999
262371	90.342	4.683
262372	86.247	5.307
262388	90.702	5.061
262390	97.358	5.525
262391	95.629	5.351
262392	105.478	5.665
262393	98.078	6.056
262394	106.029	5.603
262395	93.483	5.409
262397	88.961	4.898
262400	51.928	4.792
262402	64.486	5.589
262404	70.825	6.473
262406	81.849	5.082
262408	62.213	4.409
262410	79.842	4.424
262411	72.757	4.77
262412	80.655	4.942
262413	83.36	5.662
262414	79.206	4.72
262415	63.0	4.014
262416	60.945	3.912
262417	62.277	4.437
262418	62.683	3.832
262419	57.885	4.684
262421	50.294	3.808
262429	80.669	5.966
262430	66.529	4.871
262431	81.549	4.851
262432	79.176	5.538
262433	78.958	5.087
262434	80.617	5.0
262435	72.204	4.897
262436	78.993	5.231
262452	77.486	5.558
262454	84.644	5.265
262455	84.206	5.028
262456	87.062	5.46
262457	87.574	4.738
262458	89.801	4.688
262459	88.141	4.865
262461	74.822	5.259
262464	66.149	3.284
262465	64.199	3.854
262466	65.398	4.019
262467	63.816	3.676
262469	66.789	3.838
262474	64.322	3.724
262475	56.74	3.992
262477	64.225	3.731
262480	66.997	4.13
262481	74.607	4.029
262482	78.954	4.076
262483	74.364	3.978
262484	72.006	4.077
262485	59.372	3.802
262486	72.091	3.76
262487	60.458	3.784
262488	72.591	3.92
262489	64.309	3.553
262490	62.869	3.914
262491	68.744	4.058
262492	58.221	3.812
262501	50.692	3.386
262502	53.734	3.266
262503	55.596	3.642
262504	53.062	3.113
262505	52.568	3.083
262506	50.476	2.981
262507	51.18	3.009
262508	45.283	3.375
262512	62.526	4.395
262513	55.991	4.467
262514	61.107	3.533
262528	46.63	2.934
262529	43.245	3.14
262530	47.113	3.291
262531	47.741	3.004
262533	43.156	3.577
262538	31.431	2.352
262539	29.79	2.419
262541	30.542	2.524
262544	27.11	2.731
262545	28.837	2.421
262546	28.899	2.251
262547	29.499	2.292
262548	29.737	2.573
262549	25.835	2.729
262550	29.206	2.263
262551	28.196	2.52
262552	29.726	2.399
262553	29.468	2.325
262554	31.494	2.537
262555	26.591	2.67
262556	27.76	2.851
262565	36.77	2.813
262566	36.345	2.584
262567	37.334	2.697
262568	39.208	2.827
262569	39.644	2.763
262570	38.466	2.737
262571	39.688	2.924
262572	36.857	2.884
262576	45.312	2.925
262577	39.038	3.391
262578	43.25	2.944
262592	37.203	3.013
262594	18.906	2.966
262596	22.631	2.767
262598	22.704	2.293
262600	42.093	3.237
262602	23.284	2.385
262603	21.269	2.742
262604	21.57	2.399
262605	21.977	2.259
262606	22.809	2.371
262607	40.515	2.968
262608	39.058	2.887
262609	40.579	2.942
262610	41.862	2.983
262611	42.803	2.97
262613	41.647	3.118
262621	43.842	3.052
262622	43.35	3.109
262623	45.625	3.235
262624	46.043	3.244
262625	42.457	2.855
262626	45.423	3.122
262627	40.928	3.075
262628	41.518	2.908
262644	17.951	3.154
262646	19.566	3.05
262647	18.016	3.001
262648	19.367	3.186
262649	18.961	3.027
262650	19.183	3.118
262651	19.11	3.053
262653	16.303	3.29
262656	46.606	3.727
262658	45.758	4.477
262660	44.187	3.507
262662	49.991	3.692
262664	49.725	3.647
262666	46.666	3.473
262667	44.031	4.763
262668	53.422	3.895
262669	54.569	3.925
262670	51.589	3.708
262671	51.054	3.723
262672	41.956	3.522
262673	49.246	3.717
262674	50.005	3.565
262675	42.881	3.81
262677	43.792	3.433
262685	71.131	3.858
262686	65.691	4.421
262687	68.106	3.774
262688	72.561	3.875
262689	69.877	3.635
262690	68.889	3.732
262691	66.173	3.618
262692	68.595	3.566
262708	43.737	3.461
262710	48.562	3.302
262711	47.369	3.563
262712	50.341	3.488
262713	48.734	3.544
262714	41.91	3.717
262715	49.447	3.564
262717	46.825	3.613
262720	86.692	4.601
262721	83.862	4.397
262722	85.792	4.731
262723	86.237	5.82
262725	78.485	5.151
262730	85.644	4.006
262731	84.864	4.082
262733	85.945	4.119
262736	81.105	4.904
262737	88.256	4.483
262738	91.865	4.898
262739	88.654	4.323
262740	88.199	4.758
262741	80.516	4.724
262742	90.628	4.508
262743	88.239	4.59
262744	89.944	4.616
262745	89.961	4.64
262746	88.209	4.564
262747	76.919	5.024
262748	84.76	4.459
262757	72.421	4.306
262758	78.712	4.187
262759	78.834	3.933
262760	78.538	4.167
262761	78.325	4.163
262762	78.08	3.985
262763	76.58	4.085
262764	75.666	3.992
262768	86.949	4.795
262769	82.81	4.718
262770	87.209	4.536
262784	86.755	4.318
262785	87.46	4.297
262786	87.916	4.108
262787	85.884	4.24
262789	81.867	4.503
262794	82.669	4.386
262795	81.615	4.412
262797	87.817	4.655
262800	73.775	4.937
262801	84.357	4.357
262802	86.269	4.635
262803	82.087	4.522
262804	78.6	4.297
262805	79.178	4.566
262806	82.064	4.382
262807	78.295	4.362
262808	85.397	4.606
262809	85.575	4.161
262810	89.41	4.851
262811	77.165	4.259
262812	75.625	4.149
262821	79.297	4.916
262822	84.567	4.394
262823	89.156	4.705
262824	93.343	4.836
262825	90.622	5.355
262826	88.419	4.49
262827	87.558	4.79
262828	79.921	4.841
262832	84.883	4.26
262833	79.282	4.574
262834	85.882	4.212
262848	61.579	3.876
262850	62.532	3.918
262852	65.542	3.784
262854	67.392	3.709
262856	66.972	3.645
262858	69.252	3.706
262859	64.426	4.011
262860	70.1	3.727
262861	68.294	3.72
262862	67.691	3.763
262863	69.498	3.656
262864	69.185	3.792
262865	66.751	3.704
262866	67.847	3.66
262867	66.944	3.608
262869	63.455	3.731
262877	60.469	3.613
262878	55.846	3.806
262879	62.092	3.49
262880	61.582	3.72
262881	58.172	3.617
262882	60.944	3.507
262883	55.449	3.654
262884	58.341	3.482
262900	55.725	3.719
262902	62.394	3.427
262903	59.162	3.541
262904	60.482	3.474
262905	62.161	3.431
262906	59.53	3.516
262907	59.242	3.494
262909	53.522	3.711
262912	31.843	2.646
262914	20.099	2.724
262916	22.307	2.512
262918	22.939	2.117
262920	31.976	2.201
262922	27.995	2.328
262923	26.129	2.474
262924	27.519	1.93
262925	27.959	2.42
262926	25.947	2.268
262927	32.267	2.219
262928	33.069	2.229
262929	31.678	2.292
262930	33.975	2.29
262931	32.695	2.307
262933	31.548	2.541
262941	25.155	2.092
262942	24.36	2.389
262943	25.644	2.021
262944	26.156	1.944
262945	25.778	2.213
262946	25.233	1.948
262947	21.829	2.612
262948	23.84	2.094
262964	27.457	2.727
262966	28.578	2.368
262967	30.999	2.487
262968	30.317	2.165
262969	28.758	2.2
262970	32.248	2.195
262971	32.328	2.205
262973	31.911	2.544
262976	25.521	2.129
262977	26.46	2.177
262978	25.091	2.098
262979	26.659	2.232
262981	23.341	2.687
262986	36.659	2.434
262987	37.854	2.708
262989	37.66	2.417
262992	20.688	2.53
262993	22.464	2.047
262994	23.232	1.936
262995	22.53	1.921
262996	21.621	2.046
262997	36.097	2.669
262998	23.826	2.023
262999	37.699	2.438
263000	23.552	1.96
263001	37.581	2.49
263002	37.888	2.515
263003	20.859	2.302
263004	34.845	2.791
263013	38.359	2.338
263014	38.038	2.524
263015	40.006	2.423
263016	40.792	2.211
263017	40.497	2.357
263018	40.944	2.273
263019	41.788	2.461
263020	38.545	2.945
263024	26.943	2.231
263025	24.932	2.507
263026	24.995	2.091
263040	30.704	3.002
263041	29.389	2.699
263042	29.329	2.842
263043	30.822	2.672
263045	29.055	2.998
263050	25.408	1.875
263051	26.7	1.981
263053	25.26	2.025
263056	33.6	2.457
263057	34.551	2.384
263058	35.052	2.172
263059	34.294	2.29
263060	33.188	2.267
263061	23.024	2.175
263062	35.063	2.249
263063	24.113	1.933
263064	34.318	2.095
263065	26.259	1.962
263066	25.46	1.879
263067	33.194	2.498
263068	26.147	2.233
263077	28.983	2.419
263078	30.631	2.162
263079	30.65	2.11
263080	31.023	2.069
263081	30.185	2.036
263082	30.795	2.177
263083	30.085	2.143
263084	29.382	2.412
263088	29.993	2.781
263089	27.739	3.138
263090	29.65	2.882
263104	23.102	2.362
263106	32.161	2.523
263108	33.272	2.266
263110	34.388	2.216
263112	26.147	2.324
263114	35.783	2.348
263115	30.506	2.881
263116	35.818	2.384
263117	33.895	2.338
263118	35.042	2.404
263119	25.501	2.102
263120	26.058	2.185
263121	23.334	1.995
263122	23.935	2.116
263123	22.977	1.877
263125	21.741	2.552
263133	36.39	2.555
263134	34.037	2.668
263135	37.673	2.399
263136	37.456	2.512
263137	37.013	2.5
263138	37.304	2.45
263139	33.936	2.615
263140	35.949	2.435
263156	29.005	2.09
263158	30.527	2.011
263159	29.87	2.062
263160	30.878	2.105
263161	30.9	1.996
263162	29.262	2.166
263163	29.808	2.101
263165	26.54	2.546
263168	59.126	3.924
263170	46.702	5.682
263172	55.796	3.762
263174	53.648	3.397
263176	61.445	3.709
263178	49.134	5.105
263179	51.766	3.855
263180	58.671	3.925
263181	58.246	3.477
263182	56.395	3.824
263183	66.199	3.682
263184	63.996	3.569
263185	64.777	3.588
263186	65.259	3.666
263187	63.551	3.564
263189	60.197	3.803
263197	57.215	4.023
263198	57.197	3.693
263199	63.431	3.756
263200	62.207	4.367
263201	65.811	4.103
263202	67.406	3.709
263203	61.936	4.05
263204	59.783	4.41
263220	62.724	4.039
263222	68.142	3.821
263223	66.521	3.908
263224	70.099	3.74
263225	70.532	3.691
263226	67.748	3.817
263227	69.601	3.76
263229	61.06	4.263
263232	102.503	4.634
263233	102.653	4.963
263234	92.857	4.754
263235	98.383	5.149
263237	89.289	4.756
263242	105.598	5.146
263243	95.221	5.466
263245	107.635	5.088
263248	83.746	6.88
263249	94.536	6.429
263250	99.93	6.576
263251	100.945	5.469
263252	92.738	6.519
263253	98.724	5.263
263254	97.998	6.921
263255	108.701	5.344
263256	97.777	6.751
263257	106.35	5.596
263258	104.069	5.237
263259	94.319	5.563
263260	90.571	4.932
263269	63.517	6.968
263270	69.564	5.333
263271	67.306	6.734
263272	71.097	5.087
263273	70.919	7.275
263274	69.324	5.898
263275	69.236	5.487
263276	63.82	6.272
263280	101.482	4.58
263281	90.813	4.97
263282	100.67	4.877
263296	67.561	4.016
263297	71.609	4.103
263298	59.672	3.943
263299	60.321	4.15
263301	60.174	3.921
263306	62.296	3.643
263307	59.821	3.851
263309	63.111	3.723
263312	55.286	3.715
263313	52.636	5.008
263314	55.151	3.758
263315	57.068	4.402
263316	61.196	3.63
263317	53.85	3.953
263318	63.293	3.761
263319	61.237	3.769
263320	62.408	3.742
263321	63.835	3.775
263322	60.87	3.784
263323	47.617	3.559
263324	44.96	4.253
263333	55.648	3.703
263334	54.179	3.979
263335	59.766	3.67
263336	60.613	3.862
263337	54.05	3.944
263338	53.806	3.806
263339	51.834	4.049
263340	56.981	3.814
263344	69.94	4.268
263345	58.47	3.746
263346	60.834	3.937
263360	45.776	3.726
263362	49.037	3.923
263364	52.46	3.969
263366	53.848	4.65
263368	56.769	3.784
263370	59.499	3.964
263371	51.195	4.399
263372	50.012	3.952
263373	56.409	4.0
263374	0	0
263375	51.13	3.498
263376	50.11	3.514
263377	60.025	3.761
263378	57.766	4.231
263379	58.561	3.964
263381	44.941	4.376
263389	65.884	3.803
263390	57.26	3.95
263391	66.169	3.684
263392	66.701	3.519
263393	65.704	4.115
263394	67.003	3.551
263395	59.212	4.07
263396	65.235	3.551
263412	37.909	4.947
263414	52.119	4.383
263415	51.582	4.709
263416	48.412	4.641
263417	52.406	4.705
263418	53.644	6.334
263419	53.005	4.596
263421	36.629	5.645
263424	55.659	3.969
263426	35.511	3.557
263428	39.19	4.139
263430	41.384	3.382
263432	60.748	3.672
263434	41.59	3.444
263435	35.648	3.25
263436	41.959	3.34
263437	35.831	3.254
263438	41.385	3.445
263439	63.656	3.616
263440	62.705	3.546
263441	63.199	3.52
263442	63.255	3.411
263443	63.174	3.461
263445	60.908	3.699
263453	23.889	2.669
263454	18.911	2.866
263455	22.29	2.366
263456	22.996	2.969
263457	24.403	2.35
263458	24.908	2.388
263459	22.323	2.653
263460	22.467	2.526
263476	51.386	3.531
263478	55.797	3.326
263479	55.575	3.345
263480	56.819	3.369
263481	55.632	3.288
263482	54.134	3.321
263483	55.779	3.267
263485	50.577	3.354
263488	39.821	2.655
263489	41.257	3.113
263490	40.923	3.017
263491	43.255	3.645
263493	36.708	3.338
263498	41.952	2.559
263499	41.558	3.055
263501	40.373	2.805
263504	42.421	2.821
263505	40.89	3.393
263506	42.034	3.341
263507	42.344	2.957
263508	41.825	2.712
263509	35.777	3.638
263510	40.521	2.595
263511	41.544	3.024
263512	42.276	2.726
263513	42.771	2.935
263514	40.724	2.62
263515	37.611	3.106
263516	36.764	2.906
263525	39.81	3.421
263526	41.833	2.938
263527	43.241	3.154
263528	42.935	2.85
263529	44.102	2.902
263530	43.472	3.049
263531	41.587	3.249
263532	40.477	3.036
263536	40.551	3.079
263537	37.996	3.277
263538	41.544	3.251
263552	17.165	2.489
263553	16.511	2.225
263554	16.037	2.738
263555	16.928	2.435
263557	15.243	2.979
263562	59.859	3.62
263563	66.039	3.856
263565	58.962	3.721
263568	46.72	3.879
263569	57.901	3.662
263570	60.496	3.597
263571	56.197	3.864
263572	57.445	3.768
263573	55.194	3.983
263574	60.776	3.786
263575	58.286	3.703
263576	62.54	4.124
263577	60.131	3.608
263578	59.98	3.777
263579	56.539	3.795
263580	56.62	4.059
263589	62.021	3.736
263590	65.587	3.49
263591	66.054	4.169
263592	69.52	4.444
263593	66.805	3.583
263594	66.618	4.066
263595	62.124	3.56
263596	61.297	4.366
263600	16.094	2.265
263601	14.834	2.948
263602	15.937	2.353
263616	58.463	3.798
263618	49.672	2.947
263620	48.529	2.988
263622	50.727	2.845
263624	60.126	3.492
263626	51.014	2.853
263627	46.252	3.418
263628	49.625	2.917
263629	51.207	3.267
263630	50.86	2.798
263631	60.549	3.582
263632	60.57	3.663
263633	59.02	3.535
263634	59.872	3.465
263635	59.209	3.558
263637	53.316	3.902
263645	52.629	3.564
263646	50.896	3.399
263647	58.869	3.973
263648	48.973	3.205
263649	55.455	3.54
263650	48.357	3.592
263651	52.772	3.805
263652	57.823	3.66
263668	54.152	3.482
263670	61.193	3.692
263671	56.676	3.376
263672	59.986	3.206
263673	62.25	3.728
263674	57.312	3.3
263675	59.443	3.28
263677	57.673	3.89
263680	74.691	4.582
263682	65.989	3.831
263684	69.338	3.623
263686	68.506	3.9
263688	78.578	3.999
263690	70.104	3.598
263691	66.266	3.694
263692	70.207	4.156
263693	67.635	3.608
263694	70.497	4.287
263695	78.655	4.016
263696	79.346	4.087
263697	74.663	4.24
263698	79.545	4.136
263699	78.943	4.553
263701	69.217	4.841
263709	81.738	4.222
263710	76.712	4.21
263711	79.207	4.051
263712	80.718	4.901
263713	80.023	4.263
263714	77.976	4.238
263715	75.081	4.161
263716	76.941	4.149
263732	68.677	4.287
263734	77.475	3.997
263735	76.258	4.278
263736	76.886	4.02
263737	76.794	4.13
263738	75.265	4.023
263739	73.064	4.058
263741	71.12	4.12
263744	62.034	3.459
263745	60.443	3.364
263746	58.807	4.143
263747	60.541	3.773
263749	52.314	3.658
263754	66.871	3.846
263755	69.11	3.882
263757	67.783	3.522
263760	50.824	3.851
263761	54.989	4.279
263762	54.367	3.435
263763	52.773	3.209
263764	55.521	3.361
263765	64.171	4.068
263766	56.58	4.016
263767	67.531	3.656
263768	56.307	3.388
263769	68.718	3.925
263770	68.855	3.6
263771	48.052	3.368
263772	63.487	4.049
263781	57.719	4.084
263782	61.724	3.711
263783	62.963	3.823
263784	66.306	3.926
263785	69.179	3.882
263786	68.667	3.868
263787	66.284	3.9
263788	58.85	4.116
263792	59.278	3.664
263793	54.446	3.845
263794	56.993	3.473
263808	54.288	3.42
263809	54.503	3.521
263810	53.365	3.589
263811	54.41	3.411
263813	50.057	3.924
263818	55.465	3.077
263819	54.572	3.139
263821	53.964	3.064
263824	42.032	3.414
263825	48.81	3.454
263826	49.453	3.179
263827	50.096	3.341
263828	48.044	3.125
263829	50.317	3.225
263830	47.774	2.994
263831	53.231	3.095
263832	47.888	3.037
263833	53.984	3.028
263834	53.794	3.152
263835	39.073	3.306
263836	52.321	3.29
263845	31.455	3.172
263846	33.555	3.126
263847	34.193	3.016
263848	34.695	2.967
263849	34.142	2.957
263850	34.634	2.978
263851	34.144	3.157
263852	30.328	3.301
263856	52.527	3.487
263857	49.007	3.669
263858	50.242	3.431
263872	23.52	2.413
263874	29.903	2.503
263876	30.798	2.473
263878	32.213	2.552
263880	25.222	2.301
263882	29.39	2.434
263883	30.262	2.806
263884	30.916	2.475
263885	31.464	2.411
263886	32.874	2.47
263887	25.321	2.187
263888	25.314	2.132
263889	25.135	2.103
263890	25.505	2.205
263891	25.372	2.319
263893	24.699	2.363
263901	45.589	3.33
263902	40.644	3.323
263903	48.886	3.573
263904	46.808	3.131
263905	49.92	3.295
263906	49.283	3.425
263907	45.421	3.204
263908	49.02	3.115
263924	46.801	3.487
263926	51.242	3.33
263927	50.356	3.215
263928	51.508	3.225
263929	52.036	3.242
263930	49.085	3.316
263931	49.868	3.277
263933	45.579	3.372
263936	40.672	3.064
263938	35.792	2.755
263940	39.759	2.812
263942	41.677	2.478
263944	45.25	2.915
263946	43.49	2.506
263947	38.693	2.869
263948	41.998	2.527
263949	40.23	2.602
263950	43.134	2.756
263951	47.694	2.774
263952	47.044	2.748
263953	44.904	2.753
263954	46.731	2.688
263955	43.385	2.673
263957	43.287	2.904
263965	47.594	2.686
263966	44.228	3.145
263967	48.727	2.813
263968	46.807	2.649
263969	49.579	2.676
263970	48.288	2.642
263971	45.415	3.078
263972	48.508	2.771
263988	44.7	3.056
263990	48.222	2.88
263991	47.694	2.838
263992	48.622	2.787
263993	50.976	2.781
263994	48.122	2.768
263995	47.35	2.674
263997	45.104	3.102
264000	50.201	2.692
264001	50.449	2.666
264002	49.408	2.88
264003	51.279	2.616
264005	43.945	3.1
264010	43.821	2.674
264011	44.387	2.84
264013	41.853	2.476
264016	49.543	3.093
264017	48.326	3.385
264018	49.369	2.845
264019	51.451	2.879
264020	51.887	2.934
264021	39.51	2.787
264022	50.636	2.867
264023	42.264	2.455
264024	50.722	2.752
264025	43.755	2.557
264026	42.332	2.602
264027	37.211	2.984
264028	38.133	3.009
264037	43.084	2.837
264038	44.776	2.651
264039	44.334	2.7
264040	46.048	3.052
264041	41.481	3.189
264042	37.08	2.673
264043	36.045	2.64
264044	33.91	2.747
264048	51.763	3.031
264049	45.783	3.175
264050	49.362	2.769
264064	50.892	2.82
264065	50.326	2.839
264066	45.153	3.076
264067	50.024	2.908
264069	50.648	3.02
264074	61.793	3.276
264075	58.009	3.2
264077	58.812	3.15
264080	56.938	3.455
264081	62.086	3.291
264082	60.099	3.077
264083	60.807	3.18
264084	61.64	3.383
264085	54.763	3.398
264086	61.701	3.317
264087	59.481	3.13
264088	61.547	3.252
264089	60.041	3.137
264090	59.66	3.044
264091	59.114	3.231
264092	56.268	3.415
264101	48.172	2.967
264102	48.345	2.8
264103	48.719	2.763
264104	48.391	2.888
264105	48.992	2.966
264106	47.057	2.639
264107	44.687	2.868
264108	38.913	3.011
264112	50.892	2.709
264113	48.952	2.902
264114	50.594	2.702
264128	47.915	3.034
264130	41.118	3.557
264132	49.705	3.029
264134	47.558	2.674
264136	51.018	2.855
264138	47.328	2.717
264139	43.471	2.958
264140	46.342	2.607
264141	46.025	2.685
264142	46.889	2.749
264143	49.913	2.782
264144	51.378	2.886
264145	50.054	2.92
264146	52.927	3.064
264147	48.086	2.906
264149	44.095	3.169
264157	51.147	2.873
264158	46.061	3.444
264159	49.826	2.744
264160	51.511	2.966
264161	50.145	2.701
264162	50.488	2.87
264163	46.358	3.015
264164	49.499	2.832
264180	44.422	3.116
264182	50.456	2.815
264183	48.997	2.717
264184	49.819	2.71
264185	50.654	2.752
264186	46.191	2.754
264187	50.371	2.824
264189	44.479	2.96
264192	62.244	3.77
264194	65.064	3.923
264196	65.2	4.784
264198	68.939	3.76
264200	67.593	5.124
264202	68.641	3.795
264203	63.282	3.927
264204	70.689	3.999
264205	68.617	3.883
264206	71.829	4.076
264207	69.869	3.705
264208	65.649	3.981
264209	68.819	3.691
264210	67.402	3.738
264211	68.033	3.522
264213	61.913	3.872
264221	75.717	4.283
264222	70.275	4.628
264223	73.616	4.345
264224	81.943	5.002
264225	73.29	4.423
264226	78.616	4.602
264227	63.729	5.383
264228	75.554	4.575
264244	69.267	3.953
264246	70.779	3.774
264247	71.731	4.066
264248	71.883	3.933
264249	69.392	3.816
264250	75.01	4.483
264251	73.879	4.042
264253	70.941	4.117
264256	72.027	4.108
264257	0	0
264258	67.684	3.594
264259	71.356	3.832
264261	58.088	4.102
264266	68.935	3.852
264267	71.883	4.162
264269	69.53	4.38
264272	63.103	3.893
264273	69.659	3.622
264274	66.556	4.283
264275	71.748	4.261
